file_path,issue_type,current_name,suggested_name,confidence,recommended_action,notes,priority_score
C:\Users\suppo\Downloads\New Music\Top1000\Baby 9eno ＂ Free B.G. ＂ @tntshotit.mp3,NO_PARSE,Baby 9eno ＂ Free B.G. ＂ @tntshotit.mp3,Baby 9eno @tntshotit.mp3,0.0,HOLD,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Bach, Air.mp3",NO_PARSE,"Bach, Air.mp3","Bach, Air.mp3",0.0,HOLD,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
C:\Users\suppo\Downloads\New Music\Top1000\BAD BUNNY - ESTAMOS BIEN ｜ X100PRE.mp3,NO_CHANGE,BAD BUNNY - ESTAMOS BIEN ｜ X100PRE.mp3,Bad Bunny - Estamos Bien ｜ X100pre.mp3,1.0,VERIFY,"Parse: standard. Dup risk: none. Group: . proposed matches original, no action nee",4
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\BAD TO THE BONE.mp3,BAD_SPLIT,BAD TO THE BONE.mp3,Bad To - The Bone.mp3,0.3,VERIFY,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Beastie Boys-Paul Revere with lyrics.mp3,BAD_SPLIT,Beastie Boys-Paul Revere with lyrics.mp3,Beastie Boys-paul - Revere With Lyrics.mp3,0.3,VERIFY,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethovens 5th Symphony.mp3,NO_PARSE,Beethovens 5th Symphony.mp3,Beethovens 5th Symphony.mp3,0.0,HOLD,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Believe.mp3,NO_PARSE,Believe.mp3,Believe.mp3,0.0,HOLD,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Bertie Higgins - ＂Key Largo＂.mp3,NO_PARSE,Bertie Higgins - ＂Key Largo＂.mp3,Bertie Higgins -.mp3,0.0,HOLD,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Big Star Kenny Chesney with lyrics.mp3,BAD_SPLIT,Big Star Kenny Chesney with lyrics.mp3,Big Star - Kenny Chesney With Lyrics.mp3,0.3,VERIFY,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,ILLEGAL_CHAR,Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,Biography ｜ - Who is Lbb ｜ Laura Bell Bundy.mp3,0.3,RENAME,Parse: fallback_heuristic. Dup risk: none. Group: . proposed name has illegal/problematic Un,2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Dog (Remaster).mp3,NO_PARSE,Black Dog (Remaster).mp3,Black Dog (Remaster).mp3,0.0,HOLD,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath - Children Of The Grave⧸Embryo.mp3,NO_CHANGE,Black Sabbath - Children Of The Grave⧸Embryo.mp3,Black Sabbath - Children of the Grave⧸embryo.mp3,1.0,VERIFY,"Parse: standard. Dup risk: none. Group: . proposed matches original, no action nee",4
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath ~ War Pigs.mp3,BAD_SPLIT,Black Sabbath ~ War Pigs.mp3,Black Sabbath - ~ War Pigs.mp3,0.3,VERIFY,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brad Paisley-Mr Policeman with lyrics.mp3,BAD_SPLIT,Brad Paisley-Mr Policeman with lyrics.mp3,Brad Paisley-mr - Policeman With Lyrics.mp3,0.3,VERIFY,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brad Paisleys Im Still A Guy.mp3,BAD_SPLIT,Brad Paisleys Im Still A Guy.mp3,Brad Paisleys - Im Still a Guy.mp3,0.3,VERIFY,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brandi Carlile Hallelujah.mp3,NO_PARSE,Brandi Carlile Hallelujah.mp3,Brandi Carlile Hallelujah.mp3,0.0,HOLD,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\BT- Race Wars.mp3,NO_PARSE,BT- Race Wars.mp3,Bt- Race Wars.mp3,0.0,HOLD,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
C:\Users\suppo\Downloads\New Music\Top1000\BTS- MIC Drop.mp3,NO_PARSE,BTS- MIC Drop.mp3,Bts- Mic Drop.mp3,0.0,HOLD,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\California Love by 2Pac ft. Dr. Dre ｜ Interscope.mp3,ILLEGAL_CHAR,California Love by 2Pac ft. Dr. Dre ｜ Interscope.mp3,California Love - By 2pac ft. Dr. Dre ｜ Interscope.mp3,0.3,RENAME,Parse: fallback_heuristic. Dup risk: none. Group: . proposed name has illegal/problematic Un,2
C:\Users\suppo\Downloads\New Music\Top1000\CANCUN - Jhanking ｜.mp3,NO_CHANGE,CANCUN - Jhanking ｜.mp3,Cancun - Jhanking ｜.mp3,1.0,VERIFY,"Parse: standard. Dup risk: none. Group: . proposed matches original, no action nee",4
